0,,F72,
1,,F54,
2,,F55,
3,,F25,
5,,F62,
7,,F64,
8,,F67,
12,,F68,
13,,F101,
14,,F102,
16,,F104,
17,,F105,
18,,F107,
19,,F108,
30,,F16-void,
35,,F16-boolean,
47,,F3-byte[],
54,,F3-String,
119,,F6-java.io.FileOutputStream,
168,,F5-java.lang.Object,
214,,F15-public,
224,,F4-byte[],
230,,F4-String,
276,,F94,
277,,F95,
278,,F21,
279,,F109,
280,,F20,
282,,F22,
283,,F79,
284,,F111,
285,,F112,
286,,F113,
287,,F116,
288,,F117,
289,,F118,
290,,F119,
291,,F120,
292,,F110,
295,,F123,
297,,F115,
299,,F77,
300,,F88,
301,,F70,
302,,F41,
303,,F40,
305,,F42,
306,,F45,
307,,F44,
308,,F46,
309,,F126,
311,,F128,
313,,F36,
314,,F130,
316,,F131,
317,,F38,
318,,F132,
321,,F134,
322,,F39,
324,,F136,
325,,F137,
326,,F83,
328,,F71-acoliver@apache.org,
329,,F71-sergey@apache.org,
330,,F71-klute@apache.org,
331,,F71-berlog@apache.org,
333,,F71-glens@apache.org,
334,,F71-sackley@apache.org,
336,,F71-yegor@apache.org,
339,,F71-ugo@apache.org,
341,,F71-bayard@apache.org,
342,,F71-josh@apache.org,
344,,F71-avik@apache.org,
347,,F74,
349,,F84,
351,,category,
original feature size,352
refined feature size,75
