0,,F72,
1,,F54,
2,,F55,
3,,F25,
5,,F62,
6,,F65,
7,,F64,
8,,F67,
9,,F34,
10,,F66,
12,,F68,
13,,F101,
14,,F102,
15,,F103,
16,,F104,
17,,F105,
18,,F107,
19,,F108,
29,,F16-void,
48,,F3-byte[],
54,,F3-double,
55,,F3-String,
59,,F3-int,
60,,F7--,
106,,F2-String,
111,,F2-Double,
142,,F18-public,
151,,F1-write,
215,,F15-public,
219,,F4-boolean,
277,,F94,
278,,F95,
279,,F21,
280,,F109,
281,,F20,
282,,F23,
283,,F22,
284,,F79,
285,,F111,
286,,F112,
287,,F113,
288,,F116,
289,,F117,
290,,F118,
291,,F119,
292,,F120,
293,,F110,
294,,F121,
295,,F122,
296,,F123,
297,,F114,
298,,F115,
299,,F61,
300,,F77,
301,,F88,
302,,F70,
303,,F41,
304,,F40,
305,,F43,
306,,F42,
308,,F44,
309,,F46,
310,,F126,
312,,F128,
313,,F129,
315,,F130,
316,,F35,
317,,F131,
318,,F38,
319,,F132,
320,,F37,
322,,F134,
323,,F39,
325,,F136,
326,,F137,
327,,F83,
329,,F71-acoliver@apache.org,
330,,F71-kiwiwings@apache.org,
331,,F71-sergey@apache.org,
332,,F71-klute@apache.org,
334,,F71-glens@apache.org,
337,,F71-yegor@apache.org,
338,,F71-centic@apache.org,
339,,F71-jheight@apache.org,
340,,F71-ugo@apache.org,
342,,F71-bayard@apache.org,
343,,F71-josh@apache.org,
344,,F71-avik@apache.org,
348,,F74,
352,,category,
original feature size,353
refined feature size,89
